Project,Release,File,Normalized_File,Size_LOC,NR,NAuth,NFix,Age_in_Days,Weighted_Age,LOC_Added,Max_LOC_Added,Average_LOC_Added,LOC_Deleted,Max_LOC_Deleted,Average_LOC_Deleted,Churn,Max_Churn,Average_Churn,Change_Set_Size,Max_Change_Set_Size,Average_Change_Set_Size,Average_ND,Average_Entropy,NSmells,Buggy
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/RpcSendTool.java,org/apache/avro/tool/RpcSendTool.java,111,2,1,2,23,3427,136,98,68,13,13,6,149,98,74,782,438,391,65.5000,6.5455,2,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java,org/apache/avro/tool/DataFileGetSchemaTool.java,48,1,1,1,0,0,54,54,54,0,0,0,54,54,54,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/Tool.java,org/apache/avro/tool/Tool.java,47,2,1,2,1,53,52,51,26,1,1,0,53,51,26,458,438,229,37.5000,4.2396,1,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java,org/apache/avro/tool/DataFileReadTool.java,70,1,1,1,0,0,78,78,78,0,0,0,78,78,78,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/Main.java,org/apache/avro/tool/Main.java,85,3,2,3,7,707,99,81,33,2,2,0,101,81,33,708,438,236,39.0000,4.4607,11,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,org/apache/avro/tool/BinaryFragmentToJsonTool.java,80,2,1,2,38,3382,87,84,43,2,2,1,89,84,44,807,438,403,66.0000,6.6385,4,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java,org/apache/avro/tool/DataFileWriteTool.java,87,2,2,2,10,1080,103,82,51,5,5,2,108,82,54,738,438,369,59.5000,6.1359,4,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/GenAvroTool.java,org/apache/avro/tool/GenAvroTool.java,67,2,1,2,1,80,79,78,39,1,1,0,80,78,40,458,438,229,37.5000,4.2396,6,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java,org/apache/avro/tool/RpcReceiveTool.java,158,2,1,2,23,4508,186,140,93,10,10,5,196,140,98,782,438,391,65.5000,6.5455,7,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificData.java,org/apache/avro/specific/SpecificData.java,192,3,1,3,50,15200,260,258,86,44,43,14,304,258,101,884,438,294,54.3333,6.1814,10,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/FixedSize.java,org/apache/avro/specific/FixedSize.java,34,1,1,1,0,0,37,37,37,0,0,0,37,37,37,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificResponder.java,org/apache/avro/specific/SpecificResponder.java,88,3,2,3,50,6450,116,109,38,13,8,4,129,109,43,877,438,292,54.0000,5.9794,2,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java,org/apache/avro/specific/SpecificRequestor.java,93,3,2,3,50,5950,114,107,38,5,3,1,119,107,39,877,438,292,54.0000,5.9794,3,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificFixed.java,org/apache/avro/specific/SpecificFixed.java,25,1,1,1,0,0,28,28,28,0,0,0,28,28,28,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SchemaTask.java,org/apache/avro/specific/SchemaTask.java,26,1,1,1,0,0,29,29,29,0,0,0,29,29,29,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/ProtocolTask.java,org/apache/avro/specific/ProtocolTask.java,68,1,1,1,0,0,80,80,80,0,0,0,80,80,80,438,438,438,62.0000,7.0284,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificRecord.java,org/apache/avro/specific/SpecificRecord.java,23,2,1,2,21,714,30,28,15,4,4,2,34,28,17,754,438,377,61.5000,6.5009,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java,org/apache/avro/specific/SpecificRecordBase.java,45,2,1,2,21,1176,55,49,27,1,1,0,56,49,28,754,438,377,61.5000,6.5009,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java,org/apache/avro/specific/SpecificDatumReader.java,76,2,1,2,21,1911,90,89,45,1,1,0,91,89,45,754,438,377,61.5000,6.5009,3,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java,org/apache/avro/specific/SpecificDatumWriter.java,47,1,1,1,0,0,58,58,58,0,0,0,58,58,58,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java,org/apache/avro/specific/SpecificExceptionBase.java,36,2,1,2,21,966,45,44,22,1,1,0,46,44,23,754,438,377,61.5000,6.5009,3,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java,org/apache/avro/specific/SpecificCompiler.java,387,4,2,4,28,12796,440,424,110,17,14,4,457,424,114,845,438,211,40.2500,4.8299,23,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/SchemaParseException.java,org/apache/avro/SchemaParseException.java,23,1,1,1,0,0,26,26,26,0,0,0,26,26,26,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/util/Utf8.java,org/apache/avro/util/Utf8.java,80,3,1,3,50,4700,94,87,31,0,0,0,94,87,31,893,438,297,55.0000,6.1643,9,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileReader.java,org/apache/avro/file/DataFileReader.java,149,3,1,3,38,10678,225,149,75,56,51,18,281,149,93,816,438,272,45.0000,5.2949,6,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileWriter.java,org/apache/avro/file/DataFileWriter.java,327,7,2,7,142,66030,418,238,59,47,14,6,465,238,66,1060,438,151,31.8571,4.2744,18,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileConstants.java,org/apache/avro/file/DataFileConstants.java,34,3,2,3,14,644,42,37,14,4,3,1,46,37,15,758,438,252,42.0000,4.4238,10,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/SeekableFileInput.java,org/apache/avro/file/SeekableFileInput.java,31,1,1,1,0,0,37,37,37,0,0,0,37,37,37,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DeflateCodec.java,org/apache/avro/file/DeflateCodec.java,131,5,2,5,28,6244,184,104,36,39,17,7,223,104,44,706,464,141,29.8000,4.2635,7,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileStream.java,org/apache/avro/file/DataFileStream.java,240,7,2,7,59,22833,328,177,46,59,22,8,387,177,55,1056,438,150,32.1429,4.4677,22,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/NullCodec.java,org/apache/avro/file/NullCodec.java,54,5,2,5,28,3192,89,57,17,25,13,5,114,57,22,706,464,141,29.8000,4.2635,2,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/Codec.java,org/apache/avro/file/Codec.java,48,4,2,4,28,2240,65,39,16,15,7,3,80,39,20,684,464,171,34.0000,4.4287,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,org/apache/avro/file/LengthLimitedInputStream.java,75,1,1,1,0,0,85,85,85,0,0,0,85,85,85,464,464,464,70.0000,6.4068,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/CodecFactory.java,org/apache/avro/file/CodecFactory.java,64,2,2,2,28,2128,76,70,38,0,0,0,76,70,38,640,464,320,58.0000,5.1680,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/SeekableInput.java,org/apache/avro/file/SeekableInput.java,30,1,1,1,0,0,37,37,37,0,0,0,37,37,37,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/Schema.java,org/apache/avro/Schema.java,988,7,3,7,28,33908,1149,913,164,62,53,8,1211,913,173,936,438,133,27.5714,4.0480,159,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/Protocol.java,org/apache/avro/Protocol.java,334,3,2,3,28,11144,393,388,131,5,3,1,398,388,132,836,438,278,51.0000,5.9399,22,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java,org/apache/avro/reflect/ReflectDatumReader.java,130,2,2,2,22,3300,148,146,74,2,2,1,150,146,75,759,438,379,62.0000,6.5140,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/Union.java,org/apache/avro/reflect/Union.java,37,1,1,1,0,0,39,39,39,0,0,0,39,39,39,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java,org/apache/avro/reflect/ReflectDatumWriter.java,108,1,1,1,0,0,125,125,125,0,0,0,125,125,125,438,438,438,62.0000,7.0284,10,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java,org/apache/avro/reflect/ReflectResponder.java,40,1,1,1,0,0,48,48,48,0,0,0,48,48,48,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/Stringable.java,org/apache/avro/reflect/Stringable.java,32,1,1,1,0,0,34,34,34,0,0,0,34,34,34,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectData.java,org/apache/avro/reflect/ReflectData.java,388,6,2,6,142,69580,460,413,76,30,14,5,490,413,81,990,438,165,35.0000,5.1105,26,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java,org/apache/avro/reflect/ReflectRequestor.java,64,1,1,1,0,0,76,76,76,0,0,0,76,76,76,438,438,438,62.0000,7.0284,2,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java,org/apache/avro/reflect/InduceSchemaTool.java,69,2,2,2,7,560,78,77,39,2,2,1,80,77,40,703,438,351,56.5000,5.9853,6,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/Nullable.java,org/apache/avro/reflect/Nullable.java,31,1,1,1,0,0,33,33,33,0,0,0,33,33,33,479,479,479,78.0000,7.8489,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java,org/apache/avro/io/ResolvingDecoder.java,232,12,2,12,142,57936,328,204,27,80,61,6,408,204,34,1120,438,93,20.6667,3.8180,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BinaryDecoder.java,org/apache/avro/io/BinaryDecoder.java,899,4,2,4,38,50426,1155,820,288,172,147,43,1327,967,331,923,438,230,43.5000,4.5740,77,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BinaryData.java,org/apache/avro/io/BinaryData.java,177,3,2,3,38,9614,220,192,73,33,30,11,253,192,84,851,438,283,52.3333,5.8260,45,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/Decoder.java,org/apache/avro/io/Decoder.java,258,2,1,2,38,10982,288,280,144,1,1,0,289,280,144,807,438,403,66.0000,6.6385,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java,org/apache/avro/io/ValidatingEncoder.java,174,5,2,5,14,2954,207,203,41,4,1,0,211,203,42,800,438,160,28.8000,4.3483,5,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/DecoderFactory.java,org/apache/avro/io/DecoderFactory.java,219,1,1,1,0,0,232,232,232,0,0,0,232,232,232,476,476,476,78.0000,7.8393,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ParsingEncoder.java,org/apache/avro/io/ParsingEncoder.java,60,1,1,1,0,0,70,70,70,0,0,0,70,70,70,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/JsonDecoder.java,org/apache/avro/io/JsonDecoder.java,384,6,2,6,38,16720,433,424,72,7,2,1,440,424,73,964,438,160,31.5000,4.2585,11,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BinaryEncoder.java,org/apache/avro/io/BinaryEncoder.java,215,2,2,2,14,3570,254,251,127,1,1,0,255,251,127,748,438,374,60.0000,6.1564,23,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java,org/apache/avro/io/BlockingBinaryEncoder.java,534,2,2,2,17,10829,629,619,314,8,8,4,637,619,318,742,438,371,60.5000,6.4671,59,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/DatumReader.java,org/apache/avro/io/DatumReader.java,31,1,1,1,0,0,38,38,38,0,0,0,38,38,38,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ParsingDecoder.java,org/apache/avro/io/ParsingDecoder.java,66,1,1,1,0,0,75,75,75,0,0,0,75,75,75,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/Parser.java,org/apache/avro/io/parsing/Parser.java,175,6,2,6,3,1146,287,166,47,95,39,15,382,166,63,549,438,91,17.5000,3.3163,19,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,org/apache/avro/io/parsing/SkipParser.java,87,6,2,6,3,348,106,95,17,10,4,1,116,95,19,549,438,91,17.5000,3.3163,6,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,125,5,2,5,28,4452,148,139,29,11,4,2,159,139,31,869,438,173,31.8000,4.2022,8,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,org/apache/avro/io/parsing/Symbol.java,481,10,2,10,21,13608,599,382,59,49,17,4,648,382,64,910,438,91,18.2000,3.5868,37,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,org/apache/avro/io/parsing/JsonGrammarGenerator.java,93,5,2,5,28,3528,113,102,22,13,4,2,126,102,25,869,438,173,31.8000,4.2022,8,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,418,10,2,10,28,15120,494,338,49,46,20,4,540,338,54,973,438,97,20.4000,3.5814,36,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java,org/apache/avro/io/ValidatingDecoder.java,202,6,2,6,3,726,237,230,39,5,3,0,242,230,40,549,438,91,17.5000,3.3163,9,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/Encoder.java,org/apache/avro/io/Encoder.java,245,1,1,1,0,0,271,271,271,0,0,0,271,271,271,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java,org/apache/avro/io/DirectBinaryDecoder.java,179,1,1,1,0,0,203,203,203,0,0,0,203,203,203,476,476,476,78.0000,7.8393,5,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/JsonEncoder.java,org/apache/avro/io/JsonEncoder.java,215,6,2,6,14,3738,256,239,42,11,6,1,267,239,44,808,438,134,24.6667,3.9510,5,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/DatumWriter.java,org/apache/avro/io/DatumWriter.java,30,1,1,1,0,0,36,36,36,0,0,0,36,36,36,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericContainer.java,org/apache/avro/generic/GenericContainer.java,24,1,1,1,0,0,27,27,27,0,0,0,27,27,27,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericRecord.java,org/apache/avro/generic/GenericRecord.java,26,2,1,2,21,819,33,30,16,6,6,3,39,30,19,754,438,377,61.5000,6.5009,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericArray.java,org/apache/avro/generic/GenericArray.java,31,1,1,1,0,0,37,37,37,0,0,0,37,37,37,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericFixed.java,org/apache/avro/generic/GenericFixed.java,23,1,1,1,0,0,24,24,24,0,0,0,24,24,24,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericResponder.java,org/apache/avro/generic/GenericResponder.java,47,2,1,2,50,3050,59,55,29,2,2,1,61,55,30,819,438,409,66.0000,6.6723,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/IndexedRecord.java,org/apache/avro/generic/IndexedRecord.java,25,1,1,1,0,0,26,26,26,0,0,0,26,26,26,457,457,457,72.0000,7.8142,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,org/apache/avro/generic/GenericRequestor.java,60,2,1,2,50,3500,70,56,35,0,0,0,70,56,35,819,438,409,66.0000,6.6723,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericData.java,org/apache/avro/generic/GenericData.java,456,6,3,6,28,15428,521,489,86,30,14,5,551,489,91,953,438,158,32.8333,4.1791,43,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,org/apache/avro/generic/GenericDatumReader.java,322,6,3,6,142,107352,557,476,92,199,189,33,756,476,126,1037,438,172,35.8333,4.5895,12,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,org/apache/avro/generic/GenericDatumWriter.java,172,3,2,3,28,5796,202,198,67,5,3,1,207,198,69,834,438,278,51.0000,5.9656,5,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,org/apache/avro/ipc/ByteBufferOutputStream.java,78,1,1,1,0,0,91,91,91,0,0,0,91,91,91,438,438,438,62.0000,7.0284,6,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/RPCContext.java,org/apache/avro/ipc/RPCContext.java,137,2,1,2,50,8150,160,157,80,3,3,1,163,157,81,819,438,409,66.0000,6.6723,11,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/HttpServer.java,org/apache/avro/ipc/HttpServer.java,50,1,1,1,0,0,59,59,59,0,0,0,59,59,59,438,438,438,62.0000,7.0284,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,org/apache/avro/ipc/DatagramServer.java,64,2,1,2,23,1886,81,79,40,1,1,0,82,79,41,771,438,385,63.5000,6.5288,5,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,org/apache/avro/ipc/HttpTransceiver.java,99,2,1,2,23,2737,116,112,58,3,3,1,119,112,59,771,438,385,63.5000,6.5288,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,org/apache/avro/ipc/DatagramTransceiver.java,73,2,1,2,23,2001,86,84,43,1,1,0,87,84,43,771,438,385,63.5000,6.5288,3,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java,org/apache/avro/ipc/LocalTransceiver.java,45,1,1,1,0,0,52,52,52,0,0,0,52,52,52,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/Transceiver.java,org/apache/avro/ipc/Transceiver.java,35,1,1,1,0,0,44,44,44,0,0,0,44,44,44,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java,org/apache/avro/ipc/AvroRemoteException.java,33,1,1,1,0,0,41,41,41,0,0,0,41,41,41,438,438,438,62.0000,7.0284,2,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java,org/apache/avro/ipc/RPCPlugin.java,65,1,1,1,0,0,74,74,74,0,0,0,74,74,74,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java,org/apache/avro/ipc/SocketTransceiver.java,85,2,1,2,23,2323,100,98,50,1,1,0,101,98,50,771,438,385,63.5000,6.5288,5,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java,org/apache/avro/ipc/ResponderServlet.java,48,1,1,1,0,0,56,56,56,0,0,0,56,56,56,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/Server.java,org/apache/avro/ipc/Server.java,25,1,1,1,0,0,29,29,29,0,0,0,29,29,29,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/Requestor.java,org/apache/avro/ipc/Requestor.java,196,3,1,3,50,12150,237,230,79,6,3,2,243,230,81,849,438,283,49.3333,5.5178,14,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/SocketServer.java,org/apache/avro/ipc/SocketServer.java,93,2,1,2,23,2622,113,111,56,1,1,0,114,111,57,771,438,385,63.5000,6.5288,15,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java,org/apache/avro/ipc/ByteBufferInputStream.java,78,1,1,1,0,0,87,87,87,0,0,0,87,87,87,438,438,438,62.0000,7.0284,3,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java,org/apache/avro/ipc/stats/FloatHistogram.java,49,1,1,1,0,0,54,54,54,0,0,0,54,54,54,438,438,438,62.0000,7.0284,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java,org/apache/avro/ipc/stats/Stopwatch.java,66,1,1,1,0,0,74,74,74,0,0,0,74,74,74,438,438,438,62.0000,7.0284,9,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java,org/apache/avro/ipc/stats/StatsPlugin.java,108,1,1,1,0,0,121,121,121,0,0,0,121,121,121,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java,org/apache/avro/ipc/stats/StatsServlet.java,93,1,1,1,0,0,107,107,107,0,0,0,107,107,107,438,438,438,62.0000,7.0284,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java,org/apache/avro/ipc/stats/Histogram.java,179,1,1,1,0,0,205,205,205,0,0,0,205,205,205,438,438,438,62.0000,7.0284,24,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/Responder.java,org/apache/avro/ipc/Responder.java,174,3,1,3,50,11750,221,211,73,14,12,4,235,211,78,849,438,283,49.3333,5.5178,26,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/AvroRuntimeException.java,org/apache/avro/AvroRuntimeException.java,26,1,1,1,0,0,29,29,29,0,0,0,29,29,29,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/AvroTypeException.java,org/apache/avro/AvroTypeException.java,25,1,1,1,0,0,29,29,29,0,0,0,29,29,29,438,438,438,62.0000,7.0284,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,org/apache/avro/tool/JsonToBinaryFragmentTool.java,70,1,1,1,0,0,77,77,77,0,0,0,77,77,77,438,438,438,62.0000,7.0284,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/Util.java,org/apache/avro/tool/Util.java,65,2,1,2,23,1633,71,57,35,0,0,0,71,57,35,782,438,391,65.5000,6.5455,2,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/RpcSendTool.java,org/apache/avro/tool/RpcSendTool.java,111,2,1,2,23,3427,136,98,68,13,13,6,149,98,74,782,438,391,65.5000,6.5455,2,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java,org/apache/avro/tool/DataFileGetSchemaTool.java,48,1,1,1,0,0,54,54,54,0,0,0,54,54,54,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/Tool.java,org/apache/avro/tool/Tool.java,47,2,1,2,1,53,52,51,26,1,1,0,53,51,26,458,438,229,37.5000,4.2396,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java,org/apache/avro/tool/DataFileReadTool.java,70,1,1,1,0,0,78,78,78,0,0,0,78,78,78,438,438,438,62.0000,7.0284,1,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/Main.java,org/apache/avro/tool/Main.java,85,3,2,3,7,707,99,81,33,2,2,0,101,81,33,708,438,236,39.0000,4.4607,11,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,org/apache/avro/tool/BinaryFragmentToJsonTool.java,80,2,1,2,38,3382,87,84,43,2,2,1,89,84,44,807,438,403,66.0000,6.6385,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java,org/apache/avro/tool/DataFileWriteTool.java,87,2,2,2,10,1080,103,82,51,5,5,2,108,82,54,738,438,369,59.5000,6.1359,4,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/GenAvroTool.java,org/apache/avro/tool/GenAvroTool.java,67,2,1,2,1,80,79,78,39,1,1,0,80,78,40,458,438,229,37.5000,4.2396,6,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java,org/apache/avro/tool/RpcReceiveTool.java,158,2,1,2,23,4508,186,140,93,10,10,5,196,140,98,782,438,391,65.5000,6.5455,7,No
AVRO,1.4.0,lang/java/src/java/org/apache/avro/specific/SpecificData.java,org/apache/avro/specific/SpecificData.java,177,7,1,7,232,83984,278,258,39,84,43,12,362,258,51,1375,438,196,42.1429,5.7773,12,No
AVRO,1.4.0,lang/java/src/java/org/apache/avro/specific/FixedSize.java,org/apache/avro/specific/FixedSize.java,34,1,1,1,0,0,37,37,37,0,0,0,37,37,37,438,438,438,62.0000,7.0284,0,No
AVRO,1.4.0,lang/java/src/java/org/apache/avro/specific/SpecificResponder.java,org/apache/avro/specific/SpecificResponder.java,89,4,2,4,154,20020,117,109,29,13,8,3,130,109,32,1074,438,268,52.0000,6.1324,3,No
AVRO,1.4.0,lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java,org/apache/avro/specific/SpecificRequestor.java,93,4,2,4,197,24231,116,107,29,7,3,1,123,107,30,1153,438,288,55.0000,6.2490,3,No
